no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,month,day_of_month,day_of_year,week_of_month,week_of_year,day_of_week,year,is_wknd,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,lead_time_transf,type_of_meal_plan_Not Selected,type_of_meal_plan_other,room_type_reserved_Room_Type 4,room_type_reserved_other,market_segment_type_Online,market_segment_type_other,avg_price_per_room_mm,status
2,0,0,2,0,0,0,0,0,6,2,153,1,22,6,2018,1,2,0,0,0,0,0,0,0.682291481734681,0,0,0,0,0,0,0.48369727789410705,0
2,1,0,1,0,0,0,0,2,6,8,159,2,23,5,2018,1,2,0,0,0,0,0,0,-1.985608868000325,0,0,1,0,1,0,0.7170206401435835,0
2,0,2,3,0,0,0,0,0,5,19,139,3,20,6,2018,1,2,0,0,0,0,0,0,-0.15074172857426252,0,0,0,0,0,0,0.4029314986539037,0
2,0,2,2,0,0,0,0,0,5,13,133,2,19,7,2018,1,2,0,0,0,0,0,0,0.8367644897724941,0,0,0,0,0,0,0.3685312593478911,0
2,0,1,3,0,0,0,0,0,9,5,248,1,36,3,2018,0,3,0,0,0,0,0,0,-0.3642076811062532,0,0,0,0,1,0,0.5961711037989829,0
2,0,0,2,0,0,0,0,2,9,30,273,5,39,7,2018,1,3,0,1,0,1,0,0,1.242233058484495,0,0,0,0,1,0,0.5907867185163027,1
3,0,0,4,0,0,0,0,0,8,24,236,4,34,5,2018,1,3,0,0,0,0,0,0,0.6238927853334811,0,0,1,0,1,0,0.7953933592581512,1
3,0,0,1,0,0,0,0,1,10,15,288,3,42,1,2018,0,4,0,0,0,0,0,0,-0.26214118630559197,0,0,1,0,1,0,0.9407717618905174,1
1,0,1,2,0,0,0,0,0,6,6,157,1,23,3,2018,0,2,0,0,0,0,0,0,0.7385591347431675,0,0,0,0,0,0,0.5435237810349984,0
1,0,0,2,0,0,0,0,1,10,15,288,3,41,7,2017,1,4,0,0,0,0,0,0,-0.9624117371999295,0,0,0,0,0,0,0.5435237810349984,0
1,0,0,2,0,0,0,0,0,10,16,289,3,42,1,2017,0,4,0,0,0,0,0,0,0.5836747532510416,0,1,0,0,0,0,0.4059228238109482,1
2,0,2,1,0,0,0,0,0,7,23,204,4,30,1,2018,0,3,0,0,0,0,0,0,0.7928762038744863,0,0,0,0,0,0,0.31767873167813343,0
2,0,2,0,1,0,0,0,1,3,13,72,2,11,2,2018,0,1,0,0,0,0,0,0,-0.6036087123507768,1,0,0,0,1,0,0.44181872569548303,0
2,0,0,3,0,0,0,0,0,10,13,286,2,41,6,2018,1,4,0,0,0,0,0,0,-0.32223907214370695,0,0,0,0,0,0,0.5136105294645528,0
2,0,1,3,0,0,0,0,2,9,19,262,3,38,3,2018,0,3,0,0,0,0,0,0,0.2272686863786324,0,0,1,0,1,0,0.7792402034101106,0
2,0,1,3,0,0,0,0,1,10,1,274,1,39,7,2017,1,4,1,0,1,0,0,0,-0.7813917674178052,0,0,0,0,1,0,0.5539934190846544,1
3,0,0,3,0,0,0,0,1,5,17,137,3,20,4,2018,0,2,0,0,0,0,0,0,0.36424667207109823,0,0,1,0,1,0,0.8384684415195931,0
3,0,0,3,0,0,0,0,2,9,9,252,2,36,6,2017,1,3,0,0,0,0,0,0,-0.885339194262977,0,0,0,0,1,0,0.6691594376308704,0
2,0,2,3,0,0,0,0,2,12,25,359,4,52,2,2018,0,4,0,0,0,0,0,0,-0.016919025529960222,0,0,0,0,1,0,0.31995213879748724,0
2,0,1,2,0,0,0,0,2,8,29,241,5,35,3,2018,0,3,0,0,0,0,0,0,-0.3430212391179341,0,0,0,0,1,0,0.4037092431947353,0
2,0,2,4,0,0,0,0,1,10,22,295,4,43,1,2018,0,4,0,0,0,0,0,0,1.7153874818740504,0,0,0,0,1,0,0.44648519294047256,0
2,0,0,2,0,0,0,0,0,2,25,56,4,8,7,2018,1,1,0,0,0,0,0,0,-0.718282431575302,1,0,0,0,1,0,0.3700269219264134,0
2,0,1,2,0,0,0,0,1,4,18,108,3,16,3,2018,0,2,0,0,0,0,0,0,0.5212441500357919,0,0,0,0,1,0,0.40771761890517494,0
1,0,2,1,0,0,0,0,0,2,28,59,4,9,3,2018,0,1,0,1,0,0,0,0,0.7200283747713166,0,0,0,0,0,0,0.2503739156446306,1
1,0,1,1,0,0,0,0,0,7,18,199,3,29,3,2018,0,3,0,0,0,0,0,0,-1.0938593953815183,0,0,0,1,0,0,0.9682919533353274,0
2,0,1,1,0,0,0,0,2,8,22,234,4,34,2,2017,0,3,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,1,0,0.4717319772659288,0
2,0,2,5,0,0,0,0,0,8,7,219,1,32,2,2018,0,3,0,0,0,0,0,0,-1.315514612291896,1,0,0,0,1,0,0.7170206401435835,1
2,0,2,2,0,0,0,0,0,9,18,261,3,38,2,2018,0,3,0,0,0,0,0,0,-0.1685781582022173,0,0,1,0,0,0,0.4615614717319772,0
2,0,2,2,0,0,0,0,0,3,11,70,2,10,7,2018,1,1,0,0,0,0,0,0,0.132243302045638,0,0,0,0,1,0,0.327849237212085,1
1,0,0,4,0,0,0,0,0,1,19,19,3,3,5,2018,1,1,0,0,0,0,0,0,1.0169649044655895,0,0,0,0,0,0,0.3087047562069997,0
1,0,2,4,0,0,0,0,0,7,6,187,1,27,5,2018,1,3,0,0,0,0,0,0,1.6285319695210683,0,0,0,0,1,0,0.5435237810349984,1
2,0,2,1,0,0,0,0,0,4,24,114,4,17,2,2018,0,2,0,0,0,0,0,0,0.2272686863786324,1,0,0,0,1,0,0.41489679928208195,0
2,0,1,3,0,0,0,0,1,8,25,237,4,34,6,2018,1,3,0,0,0,0,0,0,-1.6566898309690214,0,0,1,0,1,0,0.5483099012862697,0
1,0,1,4,0,0,0,0,0,2,8,39,2,6,4,2018,0,1,0,0,0,0,0,0,-0.38581815924377755,0,0,0,0,1,0,0.3275501046963805,0
2,0,0,1,0,0,0,0,1,9,29,272,5,39,6,2018,1,3,0,0,0,0,0,0,1.6993890761116388,0,0,0,0,1,0,0.5207897098414597,1
2,0,0,3,0,0,0,0,0,10,12,285,2,41,5,2018,1,4,0,0,0,0,0,0,1.8087932598551646,0,0,0,0,0,0,0.5435237810349984,1
2,0,1,4,0,0,0,0,2,8,8,220,2,32,3,2018,0,3,0,0,0,0,0,0,0.6436080330474707,0,0,1,0,1,0,0.6500149566257851,0
2,0,1,2,0,0,0,0,1,5,23,143,4,21,3,2018,0,2,0,0,0,0,0,0,-0.3018428446569174,0,0,0,0,1,0,0.644630571343105,1
2,0,1,0,0,0,0,0,0,3,13,72,2,11,2,2018,0,1,0,0,0,0,0,0,-1.1431884582559426,1,0,0,0,1,0,0.4657493269518396,1
1,0,0,2,0,0,0,0,0,6,15,166,3,24,5,2018,1,2,0,0,0,0,0,0,1.2826945029096373,0,0,0,0,1,0,0.6631767873167812,1
2,0,0,2,0,0,0,0,0,9,30,273,5,39,7,2018,1,3,0,1,0,1,0,0,1.600584839420688,0,0,1,0,1,0,0.7253963505833083,1
1,0,0,3,0,0,0,0,0,9,22,265,4,38,5,2017,1,3,0,0,0,0,0,0,0.2272686863786324,0,0,0,0,0,0,0.39395752318276994,0
3,0,2,2,0,0,0,0,2,8,28,240,4,35,2,2018,0,3,0,0,0,0,0,0,-0.38581815924377755,0,0,1,0,1,0,0.7886927909063713,0
2,0,1,5,0,0,0,0,0,12,27,361,4,52,4,2018,0,4,0,0,0,0,0,0,-0.24280505582449466,0,0,0,0,0,0,0.30421776847143284,0
2,1,1,1,0,0,0,0,0,5,21,141,3,21,1,2018,0,2,0,0,0,0,0,0,-1.2531952897202767,0,0,0,1,0,0,0.9252168710738857,0
1,0,2,2,0,0,0,0,2,12,4,338,1,49,1,2017,0,4,0,0,0,0,0,0,-1.2531952897202767,0,0,0,0,0,1,0.38797487286868076,0
2,1,2,4,0,0,0,0,2,4,23,113,4,17,1,2018,0,2,0,0,0,0,0,0,0.132243302045638,0,0,0,0,1,0,0.5736165121148669,0
2,0,1,2,0,0,0,0,0,3,25,84,4,12,7,2018,1,1,0,0,0,0,0,0,1.0928757881198847,0,1,0,0,0,0,0.6631767873167812,1
1,0,0,1,0,0,0,0,0,7,7,188,1,27,6,2018,1,3,0,0,0,0,0,0,-0.0011810930312185599,0,0,0,0,0,1,0.3580616212982351,0
2,0,0,1,0,0,0,0,0,1,5,5,1,1,5,2018,1,1,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,0,1,0.3460963206700568,0
2,0,0,3,0,0,0,0,0,4,26,116,4,17,4,2018,0,2,0,0,0,0,0,0,-1.0038440334366296,0,1,0,0,0,0,0.45976667663775045,0
2,0,0,4,0,0,0,0,2,8,30,242,5,35,4,2018,0,3,0,0,0,0,0,0,-0.13317219945353223,0,0,0,0,1,0,0.5423272509721806,0
1,0,0,3,0,0,0,0,0,5,31,151,5,22,4,2018,0,2,0,1,0,0,0,0,0.69181222134396,0,0,0,0,0,1,0.48369727789410705,1
1,0,0,3,0,0,0,0,0,1,19,19,3,3,5,2018,1,1,0,0,0,0,0,0,1.0169649044655895,0,0,0,0,0,0,0.3640442716123243,0
3,0,2,3,0,0,0,0,1,8,28,240,4,35,2,2018,0,3,0,0,0,0,0,0,-1.5506363990851626,0,0,1,0,1,0,0.5672150762787914,0
3,0,2,3,0,0,0,0,1,3,26,85,4,13,1,2018,0,1,0,0,0,0,0,0,-1.46168706701608,0,0,1,0,1,0,0.860604247681723,0
2,0,0,1,0,0,0,0,0,9,4,247,1,36,1,2017,0,3,0,0,0,0,0,0,1.4785877548803905,0,1,0,0,1,0,0.5315584804068202,1
3,0,0,4,0,0,0,0,0,7,6,187,1,27,5,2018,1,3,0,0,0,0,0,0,0.25321778840332065,0,0,1,0,1,0,0.7792402034101106,1
2,0,0,2,0,0,0,0,2,10,15,288,3,41,7,2017,1,4,0,0,0,0,0,0,0.059856543429081754,0,0,0,0,1,0,0.41938378701764883,0
2,0,2,2,0,0,0,0,2,10,30,303,5,44,2,2018,0,4,0,0,0,0,0,0,1.0779607242276448,0,0,0,1,1,0,0.38498354771163623,1
2,0,0,2,0,0,0,0,0,5,20,140,3,20,7,2018,1,2,0,0,0,0,0,0,1.4299775831198673,0,0,0,0,0,0,0.48369727789410705,1
1,0,1,2,0,0,0,0,0,6,6,157,1,23,3,2018,0,2,0,0,0,0,0,0,0.7385591347431675,0,0,0,0,0,0,0.5435237810349984,0
2,0,2,1,0,0,0,0,0,8,28,240,4,35,2,2018,0,3,0,0,0,0,0,0,-1.7911413536931085,1,0,0,0,0,0,0.33413102004187856,0
2,0,2,2,0,0,0,0,0,11,6,310,1,45,1,2017,0,4,0,0,0,0,0,0,0.01435964032245719,0,0,1,0,0,0,0.24439126533054145,0
1,0,0,1,0,0,0,0,2,9,28,271,4,39,5,2018,1,3,0,0,0,0,0,0,-0.718282431575302,1,0,0,0,1,0,0.6571941370026921,0
2,0,1,0,0,0,0,0,3,12,12,346,2,50,3,2018,0,4,0,0,0,0,0,0,-0.47695498147585763,1,0,0,0,1,0,0.5315584804068202,0
1,0,2,3,0,0,0,0,1,10,1,274,1,39,7,2017,1,4,1,0,1,0,0,0,-0.3018428446569174,0,0,0,0,0,0,0.23242596470236315,0
2,0,1,4,0,0,0,0,0,12,7,341,1,49,5,2018,1,4,0,0,0,0,0,0,0.7928762038744863,1,0,0,0,1,0,0.3329344899790607,1
2,0,2,3,0,0,0,0,0,8,25,237,4,34,6,2018,1,3,0,0,0,0,0,0,1.0704543639289932,0,0,0,0,1,0,0.4295542925516003,1
2,0,0,3,0,0,0,0,2,10,20,293,3,42,5,2017,1,4,0,0,0,0,0,0,-0.718282431575302,0,0,0,0,1,0,0.6392461860604247,0
2,0,0,4,0,0,0,0,1,11,1,305,1,44,4,2018,0,4,1,0,0,0,0,0,-0.718282431575302,0,0,0,0,1,0,0.4956625785222854,0
2,0,1,3,0,0,0,0,1,10,5,278,1,40,4,2017,0,4,0,0,0,0,0,0,-0.26214118630559197,0,0,0,0,1,0,0.4507927011666168,0
2,0,1,1,0,0,0,0,2,4,2,92,1,14,1,2018,0,2,0,0,0,0,0,0,-0.3430212391179341,0,0,0,0,1,0,0.5907867185163027,0
2,0,2,3,1,0,0,0,0,5,12,132,2,19,6,2018,1,2,0,0,0,0,0,0,-0.1685781582022173,0,0,1,0,1,0,0.7792402034101106,0
2,0,1,3,0,0,0,0,1,11,7,311,1,45,3,2018,0,4,0,0,0,0,0,0,-1.0938593953815183,0,0,1,0,1,0,0.6433742147771462,0
1,0,0,2,0,0,0,0,0,10,11,284,2,41,4,2018,0,4,0,0,0,0,0,0,1.235399911499953,0,0,0,0,0,0,0.6033502841758899,1
2,0,2,2,0,0,0,0,2,8,22,234,4,34,2,2017,0,3,0,0,0,0,0,0,-1.0938593953815183,0,0,0,0,1,0,0.4238707747532156,0
2,0,0,2,0,0,0,0,2,6,21,172,3,25,4,2018,0,2,0,0,0,0,0,0,-0.0011810930312185599,0,0,1,0,1,0,0.5638647921029015,0
2,0,1,3,0,0,0,0,0,11,10,314,2,45,6,2018,1,4,0,0,0,0,0,0,-0.718282431575302,1,0,0,0,0,0,0.24139994017349686,0
3,0,1,3,0,0,0,0,0,6,27,178,4,26,3,2018,0,2,0,0,0,0,0,0,0.34033298550901775,0,0,0,0,0,0,0.4651510619204308,0
2,0,1,1,0,0,0,0,2,12,10,344,2,50,1,2018,0,4,0,0,0,0,0,0,0.4448885989343964,0,0,0,0,1,0,0.5076278791504636,0
2,0,2,2,0,0,0,0,0,8,8,220,2,32,2,2017,0,3,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.3700269219264134,0
2,0,1,4,0,0,0,0,1,8,31,243,5,35,5,2018,1,3,0,1,0,0,0,0,1.5318240045857139,0,0,0,0,1,0,0.4295542925516003,0
1,0,0,1,0,0,0,0,0,9,22,265,4,38,5,2017,1,3,0,0,0,0,0,0,-1.46168706701608,0,0,0,0,0,1,0.2743045169009871,0
1,0,1,1,0,0,0,0,1,12,5,339,1,49,3,2018,0,4,0,0,0,0,0,0,-0.5769575461117442,0,0,1,0,1,0,0.4105892910559377,0
3,0,2,1,0,0,0,0,1,4,23,113,4,17,1,2018,0,2,0,0,0,0,0,0,-0.18669161192516484,0,0,0,0,0,0,0.6811247382590486,0
1,0,0,1,0,0,0,0,0,10,14,287,2,41,7,2018,1,4,0,0,0,0,0,0,-0.032860382011120716,0,0,0,0,0,0,0.6033502841758899,0
2,0,0,3,0,0,0,0,1,6,2,153,1,22,6,2018,1,2,0,0,0,0,0,0,0.8105762067872547,0,0,0,0,0,0,0.3685312593478911,0
2,0,1,3,0,0,0,0,0,9,26,269,4,39,3,2018,0,3,0,0,0,0,0,0,1.2959824482391158,0,0,0,0,1,0,0.6024528866287764,1
2,0,2,2,0,0,0,0,1,3,11,70,2,10,7,2018,1,1,0,0,0,0,0,0,-0.47695498147585763,0,0,0,0,0,0,0.39395752318276994,0
2,0,0,1,1,0,0,0,2,6,23,174,4,25,6,2018,1,2,0,0,0,0,0,0,-1.7911413536931085,0,0,0,0,1,0,0.5913849835477115,0
2,0,1,2,0,0,0,0,2,11,18,322,3,46,7,2018,1,4,0,0,0,0,0,0,0.5212441500357919,0,0,0,0,1,0,0.451809751720012,0
2,0,0,3,0,0,0,0,1,2,10,41,2,6,6,2018,1,1,0,0,0,0,0,0,0.7477429251771082,0,0,0,1,1,0,0.3700269219264134,1
2,0,1,3,0,0,0,0,0,10,8,281,2,40,7,2017,1,4,0,0,0,0,0,0,1.4238119366600954,0,0,0,0,0,0,0.32067005683517796,0
0,1,2,4,0,0,0,0,1,4,1,91,1,13,7,2018,1,2,1,0,1,0,0,0,0.6533708236790631,0,0,0,1,1,0,0.3265928806461262,0
1,0,1,0,0,1,0,1,1,12,19,353,3,51,3,2018,0,4,0,0,0,0,0,0,-1.315514612291896,0,0,0,0,0,0,0.2970385880945259,0
2,0,0,1,1,0,0,0,0,4,28,118,4,17,6,2018,1,2,0,0,0,0,0,0,0.9935137594962448,0,0,0,0,1,0,0.5154053245587794,0
2,0,0,1,0,0,0,0,0,3,10,69,2,10,6,2018,1,1,0,0,0,0,0,0,-1.7911413536931085,1,0,0,0,1,0,0.41788812443912654,1
2,0,1,1,0,0,0,0,0,9,19,262,3,38,3,2018,0,3,0,0,0,0,0,0,-1.1960679773682705,1,0,0,0,1,0,0.7170206401435835,0
2,0,0,1,0,0,0,0,0,5,21,141,3,21,1,2018,0,2,0,0,0,0,0,0,-0.09879618445483326,0,0,0,0,1,0,0.644630571343105,1
1,0,0,2,0,0,0,0,0,8,14,226,2,33,1,2017,0,3,0,0,0,0,0,0,-0.28181550937806576,0,1,0,0,0,0,0.4059228238109482,0
3,0,2,1,0,0,0,0,3,10,8,281,2,41,1,2018,0,4,0,0,0,0,0,0,1.22854053438768,0,0,1,0,1,0,0.7307807358659886,0
2,0,0,3,0,0,0,0,1,10,6,279,1,40,6,2018,1,4,0,0,0,0,0,0,-1.6566898309690214,0,0,0,1,1,0,0.9357463356266824,0
1,0,1,3,0,0,0,0,0,5,16,136,3,20,3,2018,0,2,0,0,0,0,0,0,-1.46168706701608,0,0,0,0,0,1,0.47364642536643725,0
2,0,0,3,0,0,0,0,2,10,4,277,1,40,4,2018,0,4,0,0,0,0,0,0,-0.5257167383027416,0,0,0,0,1,0,0.7688902183667363,0
1,0,0,4,0,0,0,0,0,1,26,26,4,4,5,2018,1,1,0,0,0,0,0,0,-0.8492925336098945,1,0,0,0,1,0,0.21447801376009573,0
1,0,0,3,0,0,0,0,1,9,15,258,3,37,5,2017,1,3,0,0,0,0,0,0,-0.9624117371999295,0,0,0,0,1,0,0.567454382291355,0
2,0,0,3,0,0,0,0,0,2,16,47,3,7,5,2018,1,1,0,0,0,0,0,0,-0.885339194262977,0,0,0,0,1,0,0.27741549506431346,0
2,0,2,3,0,0,0,0,1,8,9,221,2,32,3,2017,0,3,0,0,0,0,0,0,0.6533708236790631,0,0,0,0,1,0,0.34310499551301227,0
2,0,2,2,0,0,0,0,1,10,30,303,5,44,2,2018,0,4,0,0,0,0,0,0,0.542347611939063,0,0,0,0,1,0,0.3942566556984744,0
2,0,0,3,0,0,0,0,0,10,13,286,2,41,6,2018,1,4,0,0,0,0,0,0,-0.32223907214370695,0,0,0,0,0,0,0.5136105294645528,0
2,0,0,1,0,0,0,0,1,7,8,189,2,27,7,2018,1,3,0,0,0,0,0,0,1.235399911499953,1,0,0,0,1,0,0.39694884833981453,1
3,0,1,3,0,0,0,0,3,4,4,94,1,14,3,2018,0,2,0,0,0,0,0,0,0.132243302045638,0,0,1,0,1,0,0.6634759198324858,0
2,0,0,2,0,0,0,0,0,8,19,231,3,33,7,2018,1,3,0,0,0,0,0,0,1.8687644149671085,0,1,0,0,1,0,0.5734370326054441,1
2,0,3,7,0,0,0,0,1,8,19,231,3,33,7,2018,1,3,0,0,0,0,0,0,1.600584839420688,0,0,1,0,1,0,0.4804068202213581,1
2,0,0,3,0,0,0,0,1,4,28,118,4,17,6,2018,1,2,0,0,0,0,0,0,0.34033298550901775,0,0,1,0,1,0,0.664373317379599,0
2,0,1,1,0,0,0,0,0,8,20,232,3,34,1,2018,0,3,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.7170206401435835,0
2,0,1,0,0,0,0,0,0,3,27,86,4,13,2,2018,0,1,0,0,0,0,0,0,0.3523410130874057,0,0,0,0,1,0,0.4615614717319772,0
2,0,2,5,0,0,0,0,1,4,8,98,2,14,7,2018,1,2,0,0,0,0,0,0,0.5631544872911395,0,0,0,0,1,0,0.4004786120251272,0
2,0,1,2,0,0,0,0,0,3,4,63,1,9,7,2018,1,1,0,0,0,0,0,0,-0.7813917674178052,0,0,0,0,1,0,0.33197726592880644,1
2,0,1,4,0,0,0,0,2,12,28,362,4,52,5,2018,1,4,0,0,0,0,0,0,1.7047361445015439,0,0,0,0,1,0,0.725575830092731,0
2,0,0,1,0,0,0,0,0,5,19,139,3,20,6,2018,1,2,0,0,0,0,0,0,-0.18669161192516484,1,0,0,0,0,0,0.34310499551301227,0
2,0,0,2,0,0,0,0,1,7,12,193,2,28,4,2018,0,3,0,0,0,0,0,0,0.4890096334269794,1,0,0,0,1,0,0.4507927011666168,0
2,0,0,1,1,0,0,0,3,9,8,251,2,36,6,2018,1,3,0,0,0,0,0,0,-1.1960679773682705,0,0,0,0,1,0,0.8905174992521685,0
2,0,0,3,0,0,0,0,1,9,21,264,3,38,5,2018,1,3,0,0,0,0,0,0,1.767811692331185,0,0,0,0,0,0,0.49165420281184563,1
2,0,0,4,0,0,0,0,0,4,20,110,3,16,5,2018,1,2,0,0,0,0,0,0,1.7626302599203965,0,0,0,0,0,0,0.261142686209991,1
2,0,2,5,0,0,0,0,0,4,23,113,4,17,1,2018,0,2,0,0,0,0,0,0,0.5105779282303068,0,0,0,0,0,0,0.4061621298235118,0
2,0,0,2,0,0,0,0,0,10,16,289,3,42,1,2017,0,4,0,0,0,0,0,0,-0.8492925336098945,0,0,0,0,0,0,0.1725994615614717,0
2,0,0,2,0,0,0,0,0,8,13,225,2,32,7,2017,1,3,0,0,0,0,0,0,-1.7911413536931085,0,0,0,0,1,0,0.33413102004187856,0
2,0,0,4,0,0,0,0,1,9,2,245,1,35,6,2017,1,3,0,0,0,0,0,0,1.3025900713574936,0,0,0,0,1,0,0.4448100508525276,1
2,0,1,2,0,0,0,0,0,12,16,350,3,50,7,2018,1,4,0,0,0,0,0,0,1.2625775368756915,1,0,0,0,1,0,0.35925815136105294,1
2,0,1,0,0,0,0,0,0,2,14,45,2,7,3,2018,0,1,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.3580616212982351,1
1,0,1,1,1,0,0,0,1,8,1,213,1,31,3,2018,0,3,1,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.6272808854322464,0
1,0,0,1,0,0,0,0,0,3,8,67,2,10,4,2018,0,1,0,0,0,0,0,0,-1.315514612291896,0,0,0,0,0,0,0.4657493269518396,0
2,0,0,3,0,0,0,0,0,11,16,320,3,46,5,2018,1,4,0,0,0,0,0,0,-0.718282431575302,0,0,1,0,1,0,0.3310200418785522,0
2,0,2,0,0,0,0,0,0,12,4,338,1,49,2,2018,0,4,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,0,0,0.41788812443912654,0
2,0,1,2,0,0,0,0,0,12,30,364,5,52,7,2018,1,4,0,0,0,0,0,0,1.4051919692151056,0,0,0,0,0,0,0.4537840263236614,0
2,0,0,3,0,0,0,0,1,7,27,208,4,30,5,2018,1,3,0,0,0,0,0,0,0.9776959263617326,1,0,0,0,1,0,0.4507927011666168,0
2,0,1,1,0,0,0,0,1,8,13,225,2,33,1,2018,0,3,0,0,0,0,0,0,0.36424667207109823,1,0,0,0,1,0,0.5261740951241399,1
2,1,0,2,0,0,0,0,2,11,25,329,4,47,7,2018,1,4,0,0,0,0,0,0,-0.20509283809716733,0,0,1,0,0,1,0.005085252766975787,0
1,0,2,0,0,0,0,0,2,11,20,324,3,47,2,2018,0,4,0,0,0,0,0,0,0.5105779282303068,0,0,0,0,1,0,0.4238707747532156,1
3,0,2,2,0,0,0,0,3,5,27,147,4,21,7,2018,1,2,0,0,0,0,0,0,-1.2531952897202767,0,0,1,0,1,0,0.9404128028716721,0
2,0,1,4,0,0,0,0,0,3,28,87,4,13,3,2018,0,1,0,0,0,0,0,0,-0.016919025529960222,0,0,0,1,1,0,0.45593778043673344,0
2,0,1,2,0,0,0,0,1,11,11,315,2,45,7,2018,1,4,0,0,0,0,0,0,-0.13317219945353223,1,0,0,0,1,0,0.35925815136105294,1
2,0,2,1,0,0,0,0,0,7,18,199,3,29,2,2017,0,3,0,0,0,0,0,0,0.5938303814077687,0,1,0,0,0,0,0.4507927011666168,0
2,0,1,2,0,0,0,0,0,1,15,15,3,3,1,2018,0,1,0,0,0,0,0,0,-0.20509283809716733,0,0,0,0,1,0,0.2461262339216273,1
1,0,0,3,0,0,0,0,0,5,31,151,5,22,4,2018,0,2,0,1,0,0,0,0,0.69181222134396,0,0,0,0,0,1,0.48369727789410705,1
2,0,2,5,0,0,0,0,0,8,21,233,3,34,1,2017,0,3,0,0,0,0,0,0,0.5527874866365081,0,0,0,0,1,0,0.34310499551301227,1
2,0,2,5,0,0,0,0,2,9,11,254,2,37,1,2017,0,3,0,0,0,0,0,0,-0.5257167383027416,0,0,0,0,1,0,0.5661980257253963,1
2,0,1,1,0,0,0,0,1,2,13,44,2,7,2,2018,0,1,0,0,0,0,0,0,-1.0938593953815183,0,0,0,0,1,0,0.4298534250673048,0
2,1,0,1,0,0,0,0,2,10,7,280,1,40,7,2018,1,4,0,0,0,0,0,0,0.46711724261512017,0,0,0,0,1,0,0.6123242596470235,1
2,0,1,5,0,0,0,0,1,2,22,53,4,8,4,2018,0,1,0,0,0,0,0,0,-0.814687796711879,1,0,0,0,1,0,0.2613221657194137,0
2,0,2,1,0,0,0,0,0,7,24,205,4,30,2,2018,0,3,0,0,0,0,0,0,1.5083467628561928,0,0,0,1,1,0,0.40364941669159443,1
2,0,2,5,0,0,0,0,0,8,20,232,3,34,1,2018,0,3,0,0,0,0,0,0,1.0247101089335355,1,0,0,0,1,0,0.4354172898594077,1
2,0,0,2,0,0,0,0,1,7,26,207,4,30,4,2018,0,3,0,0,0,0,0,0,0.5836747532510416,1,0,0,0,1,0,0.4507927011666168,1
1,0,0,1,0,1,0,3,0,5,5,125,1,18,6,2018,1,2,0,0,0,0,0,0,-1.7911413536931085,0,0,0,0,0,1,0.2743045169009871,0
1,0,2,1,0,0,0,0,0,8,29,241,5,35,2,2017,0,3,0,0,0,0,0,0,0.9697306108501952,0,1,0,0,0,0,0.31917439425665567,0
2,0,2,4,0,0,0,0,1,6,11,162,2,24,1,2018,0,2,0,0,0,0,0,0,0.7106798152491427,0,0,0,0,1,0,0.6024528866287764,0
2,1,2,2,0,0,0,0,2,5,22,142,4,21,2,2018,0,2,0,0,0,0,0,0,0.783951883394518,0,0,0,0,1,0,0.585103200717918,0
2,0,0,1,0,0,0,0,0,7,20,201,3,29,5,2018,1,3,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.5495064313490876,0
2,0,0,1,0,0,0,0,0,6,8,159,2,23,5,2018,1,2,0,0,0,0,0,0,0.01435964032245719,0,0,0,0,0,0,0.6033502841758899,0
2,0,1,1,0,0,0,0,0,9,17,260,3,38,1,2018,0,3,0,0,0,0,0,0,0.9374829467617386,0,0,1,0,1,0,0.741549506431349,1
2,0,2,1,1,0,0,0,1,9,3,246,1,36,1,2018,0,3,0,0,0,0,0,0,1.22854053438768,0,0,0,0,1,0,0.6984744241699072,1
3,0,1,1,0,0,0,0,0,9,24,267,4,39,1,2018,0,3,0,0,0,0,0,0,0.059856543429081754,0,0,1,0,1,0,0.8923122943463955,1
2,0,2,1,0,0,0,0,0,1,2,2,1,1,2,2018,0,1,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.33371223451989235,0
2,0,1,3,0,0,0,0,0,12,26,360,4,52,3,2018,0,4,0,0,0,0,0,0,1.7259823685935147,1,0,0,0,1,0,0.2668262040083757,1
1,0,0,1,0,0,0,0,0,3,2,61,1,9,5,2018,1,1,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,0,1,0.41190547412503736,0
2,0,3,5,0,0,0,0,0,8,31,243,5,35,4,2017,0,3,0,1,0,0,0,0,-0.718282431575302,0,0,0,0,1,0,0.502422973377206,0
2,1,1,3,0,0,0,0,1,8,29,241,5,35,3,2018,0,3,0,0,0,0,0,0,1.543455633803681,0,0,1,0,1,0,0.32067005683517796,0
